FirstName,LastName,ADP_SF,Position,Y0_VORP,Y1_VORP,Y2_VORP,Y3_VORP,Y4_VORP,Y5_VORP,Y6_VORP,Y7_VORP,Y8_VORP,Y9_VORP,Y10_VORP,Y11_VORP,Y12_VORP,Y13_VORP,Y14_VORP,Y15_VORP,Y16_VORP,Y17_VORP,Y18_VORP,Y19_VORP,Y20_VORP
Tyler,Higbee,197.6,TE,0,0.47659153,0.354988342,0.035182779,0.192042041,0,0.141551662,0.030814588,0,0,0,0,0,0,0,0,0,0,0,0,0
Greg,Dulcich,135.2,TE,0,0.823765245,0.960701693,0.939521514,0.726164078,0.52133309,0.566004087,0.395896061,0.530254868,0.249442803,0.162535192,0.148585318,0.112294561,0.074236476,0,0,0,0,0,0,0
Zay,Flowers,82.9,WR,0.163901561,1.478949159,1.430499439,1.543034149,1.602110328,1.370315684,1.135889309,0.79328516,0.63098564,0.358283258,0.237089269,0.145091099,0.045595857,0.058109376,0,0,0,0,0,0,0
Allen,Lazard,161.8,WR,0.341064706,0.663311462,0.391150325,0.363409579,0.204786851,0.072567639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam,Thielen,183.5,WR,0.566856082,0.913043102,0.543958478,0.455069079,0.058894605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler,Boyd,179,WR,0.341064706,0.818754777,0.590860707,0.645618033,0.346439081,0.251899587,0.151927947,0.076144153,0,0,0,0,0,0,0,0,0,0,0,0,0
Zay,Jones,201.4,WR,0.338347059,0.912896845,0.51609091,0.730541296,0.389725756,0.243161761,0.147886089,0.054149701,8.16E-04,0,0,0,0,0,0,0,0,0,0,0,0
Elijah,Moore,119.3,WR,0,1.053489398,1.088267413,1.402834131,1.400858689,1.138060754,0.962313416,0.639329832,0.523791781,0.366877293,0.308776071,0.076495082,0.063850802,0.081440887,0.039055058,0,0,0,0,0,0
KJ,Osborn,205.3,WR,0,0.689167693,0.532944906,0.321217329,0.251425872,0.162921276,0.063027648,0.054834092,0.023325051,0.010744255,0.008231179,0,0,0,0,0,0,0,0,0,0
Chase,Claypool,199.3,WR,0,0.88713079,0.699638005,0.631062858,0.58295283,0.32589052,0.493064536,0.136336435,0.117360904,0.028545892,0.005648515,0.005252058,0,0,0,0,0,0,0,0,0
Devin,Singletary,172.7,RB,0,0.895384957,0.709617497,0.504737246,0.196947077,0.101024752,0.10100245,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damien,Harris,156.5,RB,0,0.452037811,0.367277846,0.248630638,0.197246439,0.089451261,0.049211674,0.01329745,9.50E-05,0,0,0,0,0,0,0,0,0,0,0,0
Gerald,Everett,189.8,TE,0,0.194664609,0.247865711,0.122100407,0,0.008797064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chigoziem,Okonkwo,129.6,TE,0,1.01072133,0.598520923,0.493233236,0.524555883,0.383368311,0.250436287,0.199508863,0.151469541,0.055707158,0.002444042,0.015762252,0,0,0,0,0,0,0,0,0
Matthew,Stafford,135.9,QB,2.060118382,2.519301083,1.99729719,1.165322561,1.144241611,0.425120877,0.246164063,0.522704006,0.583470402,0.178361097,0.178361097,0.178361097,0.178361097,0.178361097,0.178361097,0.178361097,0.178361097,0.178361097,0.178361097,0.178361097,0.178361097
Dalton,Kincaid,77.3,TE,0,0.883223555,0.850617828,0.720984171,0.773566207,0.497072295,0.791243687,0.327894697,0.188384919,0,0,0,0,0,0,0,0,0,0,0,0
Elijah,Mitchell,155.5,RB,0,0.699305213,0.618002616,0.372971948,0.278356217,0.160813775,0.101563285,0.053871364,0.010405352,0.002557019,0,0,0,0,0,0,0,0,0,0,0
Tyler,Allgeier,143.2,RB,0,0.727255547,0.741239372,0.760429281,0.732890359,0.520288404,0.306114839,0.242651392,0.116517376,0.036772839,0.003556017,0,0,0,0,0,0,0,0,0,0
Jaylen,Warren,180.4,RB,0,0.55293827,0.681936751,0.395750373,0.345662686,0.319026894,0.199855866,0.138749153,0.030762878,0.002085714,0.002112953,0,0,0,0,0,0,0,0,0,0
D'Onta,Foreman,177.6,RB,0,0.234968018,0.254283239,0.125684405,0.060824189,0.030665102,0.010956283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chuba,Hubbard,202.5,RB,0,0.511199873,0.675280622,0.590594081,0.389732531,0.321653824,0.197764097,0.155968922,0.076792757,0.010932955,0.003340933,0,0,0,0,0,0,0,0,0,0
Nico,Collins,173,WR,0,1.18351211,1.065795258,1.00446489,0.874870819,0.843304543,0.466720687,0.386338291,0.166166612,0.095466181,0.016103076,0,0,0,0,0,0,0,0,0,0
Jonathan,Mingo,119.6,WR,0,1.385169667,1.043637447,1.158501721,1.083777019,1.047266473,0.904588933,0.787471818,0.489634341,0.426228609,0.184208099,0.170808813,0.072315336,0.086156036,0.021086488,0.025763014,0,0,0,0,0
Jayden,Reed,148.3,WR,0,0.8546942,1.00055175,1.021501063,1.149988198,0.939720288,0.770866285,0.50122062,0.517521277,0.314738537,0.24415492,0.04507543,0.008304271,0,0,0,0,0,0,0,0
Romeo,Doubs,162.1,WR,0,0.670287146,0.778352589,0.879763686,0.925962958,0.69659486,0.603255681,0.387112599,0.367186318,0.203730921,0.194857894,0.03355632,0.006013646,0,0,0,0,0,0,0,0
Robert,Woods,247.4,WR,0,0.528217159,0.449695686,0.426540719,0.220302927,0.106788019,0.104066962,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rashod,Bateman,117.1,WR,0,0.763366801,0.999532809,0.821118053,0.958934228,0.812168672,0.498759714,0.377699899,0.274348768,0.164349352,0.118391448,0.036994699,0.004787831,0,0,0,0,0,0,0,0
Kenny,Pickett,81.7,QB,2.063583678,1.710148383,1.643782975,1.577535618,1.280318814,1.34784967,1.741290049,2.012771868,1.969453902,1.744629163,1.560560627,1.6810705,1.413822137,1.624558291,0.812826567,0.811174404,0.230230483,0.12104124,0.286336931,0.317989298,0.103456592
Kyler,Murray,47.6,QB,2.3774551,1.231161131,1.25034063,1.638107354,1.430121411,1.531263369,1.579859464,1.809356912,1.334900601,1.231672649,0.884477243,0.821040166,0.907370719,0.408287095,0.726599619,0.539304909,0.376744648,0,0,0,0
Kendre,Miller,110.6,RB,0,0.723615976,1.272579457,0.759974484,0.957031935,0.931328852,0.712597023,0.488271805,0.111204441,0,0,0,0,0,0,0,0,0,0,0,0
Gus,Edwards,236.8,RB,0,0.392620075,0.26217855,0.13458025,0.121892075,0.002281147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roschon,Johnson,133.4,RB,0,0.435373716,0.404972683,0.401040019,0.582013556,0.430549152,0.164348609,0.043762824,0.006052399,0.002648824,0.002756271,0.003752287,0,0.001539753,0,0,0,0,0,0,0
Parris,Campbell,225.1,WR,0,0.467540122,0.360957881,0.245949348,0.167993627,0.122877907,0.060160608,0.058834546,0.034877743,0.013828298,0.008656975,0,0,0,0,0,0,0,0,0,0
Marquez,Valdes-Scantling,244.2,WR,0,0.654155156,0.556336665,0.387767048,0.219131034,0.158656932,0.094093735,0.021389178,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyquan,Thornton,215.6,WR,0,0.863964505,0.868681241,1.076789816,1.087993713,0.925687799,0.779371247,0.488548592,0.476255075,0.229873656,0.16914818,0.101130587,0.035580315,0.038070421,0,0,0,0,0,0,0
Hunter,Renfrow,219.7,WR,0,0.444300419,0.258773242,0.165017662,0.134056588,0.00388228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tim,Patrick,282.3,WR,0,0.515516983,0.367651212,0.264096528,0.151206362,0.130997528,0.051614218,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rashee,Rice,121,WR,0,0.474838305,0.586493866,0.642023426,0.715243785,0.569354223,0.496744514,0.221019774,0.337423326,0.149006473,0.123357793,0.009883148,7.34E-04,0,0,0,0,0,0,0,0
John,Metchie,151.5,WR,0,0.69435874,0.70805271,0.829419919,0.884603515,0.724826224,0.614819391,0.287162162,0.477846239,0.261668609,0.159666871,0.104524165,0.038949964,0.034903474,0,0,0,0,0,0,0
Devon,Achane,,RB,0,0.670443819,0.641369929,0.665711454,0.697364458,0.868565946,0.429912734,0.320100494,0.136404301,0.089761966,0.113066182,0.197721786,0.005693326,0.060899304,0,0,0,0,0,0,0
Zach,Ertz,254.4,TE,0.150882353,0.514543846,0.567863236,0.002545096,0.210809867,0.109435589,0.006094563,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike,Gesicki,199.5,TE,0,0.129242706,0.234185997,0.229496062,0.183527517,0.074159923,0.029008588,0.067782313,0,0.018771394,0,0,0,0,0,0,0,0,0,0,0
Jelani,Woods,211.4,TE,0,0.175633632,0.172254497,0.131567773,0.154329701,0.229198593,0.106177617,0.035218967,0.026387131,0,0.059636081,0,0,0,0,0,0,0,0,0,0
Tyler,Conklin,260.2,TE,0,0.162393525,0.221762041,0.200617715,0.137101447,0.070080511,0.012046239,0.082732303,0,0.018950322,0,0,0,0,0,0,0,0,0,0,0
Zonovan,Knight,,RB,0,0.691971321,0.735466276,0.690357115,0.68486414,0.610655878,0.273313211,0.175372031,0.050127755,0.026669964,0.041117621,0.080372887,0.002266779,0.016913705,0,0,0,0,0,0,0
Michael,Carter,235.4,RB,0,0.33918574,0.446628064,0.398456142,0.324506189,0.224198541,0.158069652,0.102276854,0.067464159,0.029181939,0.001566755,0.007669928,0,0,0,0,0,0,0,0,0
Kyren,Williams,263.4,RB,0,0.472638234,0.652159999,0.540799188,0.661537166,0.48639136,0.238802655,0.201340028,0.064485144,0.027682542,0,0,0,0,0,0,0,0,0,0,0
Tank,Bigsby,137.2,RB,0,0.950349701,0.958444812,0.794269423,0.683322569,0.794406899,0.344942327,0.16745464,0.108385614,0.020782988,0.068446117,0.130728342,0.002354792,0.013971183,0,0,0,0,0,0,0
Alec,Pierce,167.1,WR,0,0.632677837,0.721063645,0.809166495,0.825292782,0.614284237,0.553870968,0.321059379,0.364607895,0.164217024,0.156317037,0.02498501,0.002393035,0,0,0,0,0,0,0,0
Van,Jefferson,223.8,WR,0,0.236285752,0.221734735,0.096838197,0.088536688,0.005020625,0,0.001634734,0,0,0,0,0,0,0,0,0,0,0,0,0
Joshua,Kelley,267,RB,0,0.653610254,0.375356993,0.236169777,0.168730534,0.109476138,0.053335683,0.005840372,0,0.001058113,0,0,0,0,0,0,0,0,0,0,0
Cordarrelle,Patterson,261.9,RB,0,0.024071677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyjae,Spears,145,RB,0,0.682023724,0.656848206,0.653891739,0.569337671,0.608491987,0.214136054,0.179197302,0.048247223,0.045459549,0.057473543,0.116589675,0.003071252,0.030081487,0,0,0,0,0,0,0
Clyde,Edwards-Helaire,195.3,RB,0,0.095817703,0.259271969,0.180234165,0.155362711,0.077930732,0.076682985,0.031276117,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerome,Ford,190.2,RB,0,0.429096143,0.470991294,0.651541552,0.399831294,0.310848443,0.184596856,0.104684962,0.060713606,0.022686924,0.001616975,0.006138153,0,0,0,0,0,0,0,0,0
Jameson,Williams,75.6,WR,0,1.491616812,1.463466931,1.421125206,1.469315372,1.307701118,0.925938012,0.87761119,0.748971865,0.510266509,0.334345154,0.318241176,0.125786965,0.169375997,0.057107222,0.071491999,0,0,0,0,0
Kenneth,Gainwell,214.2,RB,0,0.106006395,0.250934065,0.179466027,0.145944743,0.076938905,0.096993417,0.047797804,0.004412244,0,0,0,0,0,0,0,0,0,0,0,0
Ty,Montgomery,,RB,0,0.003078215,0.049584085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chase,Edmonds,286.5,RB,0,0.261957634,0.187335546,0.088531422,0.052529587,0.030278316,0.00669358,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chase,Brown,146.2,RB,0,0.157280837,0.279763779,0.40120363,0.267783773,0.110589596,0.062967226,0.064767836,0.012151532,0.005392262,0,0,0,0,0,0,0,0,0,0,0
Kevin,Harris,,RB,0,0.326798882,0.379848551,0.372942529,0.50605865,0.365937677,0.159699262,0.0546208,0.008567602,0,0,0,0,0,0,0,0,0,0,0,0
Pierre,Strong,239.2,RB,0,0.062485056,0.187078335,0.107584852,0.062876433,0.04357073,0.067631792,0.035900663,0,0,0,0,0,0,0,0,0,0,0,0,0
Kene,Nwangwu,,RB,0,0.304874652,0.223276042,0.129529088,0.122237417,0.081996612,0.03221272,0.017349874,0,0,0,0,0,0,0,0,0,0,0,0,0
Ty,Chandler,250.9,RB,0,0.218117049,0.278346764,0.123878648,0.111760961,0.069080237,0.025978718,0.010079684,0,0,0,0,0,0,0,0,0,0,0,0,0
Juwan,Johnson,196,TE,0,0.115620296,0.226934678,0.290982927,0.241025944,0.113434179,0.062451998,0.002203118,0.021161785,0,0,0,0,0,0,0,0,0,0,0,0
Jared,Goff,68.6,QB,1.54510463,1.812029548,1.484114293,1.501490626,1.922039607,1.871334235,1.412234434,0.907567801,1.223568591,1.597812619,0.801680254,0.906425013,0.812674432,0.299727014,0.460923341,0.506803232,0.200937289,0.200937289,0.200937289,0.200937289,0.200937289
Isaiah,Hodgins,213.2,WR,0,0.718878679,0.530617454,0.647752335,0.540366529,0.438817414,0.430621254,0.204267561,0.095628234,0.033398046,0.010700327,0.021520479,0,0,0,0,0,0,0,0,0
Curtis,Samuel,218.7,WR,0,0.379776635,0.293033187,0.145698912,0.12592845,0.015925272,0,0.004615061,0,0,0,0,0,0,0,0,0,0,0,0,0
Donovan,Peoples-Jones,186.9,WR,0,0.674127819,0.678392317,0.663524504,0.556813525,0.529889184,0.33635362,0.287468026,0.14216049,0.069701413,0.01126083,0,0,0,0,0,0,0,0,0,0
Derek,Carr,103.5,QB,1.446782964,2.314108715,1.544322579,1.178346253,0.822881252,1.14056893,0.529448258,0.576472595,0.06639825,0.047377043,0.024128901,0.121348402,0.140369609,0.013561564,0.013561564,0.013561564,0.013561564,0.013561564,0.013561564,0.013561564,0.013561564
Jimmy,Garoppolo,149.7,QB,1.683687902,2.136306373,1.412559004,1.304814474,0.855960339,1.181249014,1.230170679,0.605140475,0.593818139,0.30527963,0.189556043,0.323656891,0.390969709,0.067305921,0.02888695,0.02888695,0.02888695,0.02888695,0.02888695,0.02888695,0.02888695
DeVante,Parker,276.9,WR,0,0.678529585,0.304801201,0.175008745,0.055552787,0.00610545,0.004631874,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mecole,Hardman,237.4,WR,0,0.523872167,0.442468462,0.436953827,0.302103768,0.271230073,0.337718821,0.139965657,0.062365805,0.01131416,0,0.021739121,0,0,0,0,0,0,0,0,0
Wan'Dale,Robinson,167.5,WR,0,0.680533479,0.743520029,0.817404587,0.836588473,0.841715102,0.575041362,0.442711104,0.445059928,0.22349068,0.232233597,0.265806031,0.135577689,0.190580507,0.122201759,0.145609427,0,0,0,0,0
Michael,Wilson,191.1,WR,0,0.575281359,0.691166803,0.749029391,0.824846398,0.653438086,0.583523415,0.262362126,0.341799955,0.164165143,0.152318038,0.014088114,0.002894536,0,0,0,0,0,0,0,0
Russell,Gage,297.9,WR,0,0.210621752,0.187552049,0.077877044,0.064029701,0.004006319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marvin,Jones,292.3,WR,0,0.112173048,0.023122661,0.017211358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rashid,Shaheed,183.2,WR,0,0.505676651,0.428886687,0.534936308,0.35905405,0.346018078,0.35859683,0.136597055,0.083689316,0.008231265,0,0.017254075,0,0,0,0,0,0,0,0,0
Allen,Robinson,266.4,WR,0,0.231011015,0.036250311,0.027444086,0.059949561,0.065711544,0.012304088,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corey,Davis,293.7,WR,0,0.156117291,0.124072467,0.194455054,0.104408199,0.046725852,0.078096808,0.012945912,0,0,0,0,0,0,0,0,0,0,0,0,0
Darius,Slayton,255.3,WR,0,0.09334467,0.071323195,0.09742372,0.064587359,0.063479603,0.047942118,0.042242159,0.034932422,0,0,0,0,0,0,0,0,0,0,0,0
Keaontay,Ingram,231.1,RB,0,0.167384447,0.264404477,0.396517066,0.226308661,0.095729431,0.070072336,0.03764433,0.008201421,0.001641372,0,0,0,0,0,0,0,0,0,0,0
Ronald,Jones,295.5,RB,0,0.196401058,0.148743607,0.117524782,0.150541702,0.040830923,0.008996099,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trayveon,Williams,,RB,0,0.241887968,0.136977976,0.116219925,0.100838731,0.027632057,0.017679127,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ameer,Abdullah,,RB,0,0.012515705,0.040115756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt,Breida,294.6,RB,0,0.076547905,0.090712735,0.072658181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malik,Davis,255.9,RB,0,0.12317143,0.257978321,0.168190565,0.114130487,0.080760383,0.098807836,0.058172822,0.001764897,0,0,0,0,0,0,0,0,0,0,0,0
Isaiah,Spiller,233.1,RB,0,0.592502071,0.501470661,0.460309931,0.468251952,0.511286164,0.167650064,0.09294279,0.028033798,0.014142553,0.017166167,0.032180203,0,0.009780617,0,0,0,0,0,0,0
Zamir,White,221.9,RB,0,0.108299426,0.209486583,0.312939063,0.182062967,0.067729069,0.084486851,0.049672688,4.05E-04,0,0,0,0,0,0,0,0,0,0,0,0
Bryce,Young,28.1,QB,0.301476767,2.121857493,1.659610679,2.373907588,2.194410647,2.404771418,2.469100822,2.54206044,2.309069029,2.502008468,2.441004583,2.519745239,1.672530881,1.299893123,1.256952371,0.553190386,0.38655422,0.074869301,0,0,0
Brock,Purdy,116.3,QB,1.142160982,1.618316378,1.612823415,0.983657929,2.252790124,1.709511885,1.782545332,1.377229925,1.95539827,2.380476983,2.11382641,2.005079125,1.480548757,1.575405414,1.186379337,0.873593716,0.906785271,0.687099502,0.565298779,0.425334742,0.460365723
Ryan,Tannehill,169.2,QB,1.103318695,1.180097201,0.829905472,0.970105772,0.040046132,0.324737441,0,0,0.028471144,0.0556823,0,0,0,0,0,0,0,0,0,0,0
Logan,Thomas,,TE,0,0.012455533,0.297574072,0.055013422,0.086695184,0.027593256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irv,Smith,178.7,TE,0,0.127157653,0.165148988,0.128624473,0.217456359,0.368734145,0.237896207,0.082980333,0.063616636,0.002741342,0.114566066,0,0,0,0,0,0,0,0,0,0
Hayden,Hurst,229.5,TE,0,0.099074149,0.05119833,0.005427297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cade,Otton,227.9,TE,0,0.262549447,0.223837003,0.131813449,0.178096968,0.134449072,0.148350265,0.09422433,0.045218231,0.033081467,0.047548404,0.00887712,0,0,0,0,0,0,0,0,0
Corey,Clement,,RB,0,0.101682466,0.100985652,0.063823729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh,Downs,134,WR,0,0.370552771,0.57679978,0.524237874,1.077411713,0.877281564,0.675870933,0.989300604,0.804086031,0.309385142,0.377303052,0.304305431,0.08182285,0.226556232,0.229151945,0.222844814,0,0,0,0,0
Tank,Dell,171.5,WR,0,0.147289991,0.246019829,0.276657038,0.393125733,0.272553753,0.274686896,0.172814525,0.156217268,0.060322972,0.008777619,3.61E-04,0,0,0,0,0,0,0,0,0
Dawson,Knox,182.8,TE,0,0.091897271,0.133246577,0.259766881,0.192928346,0.106104994,0.040309592,0.001076395,0.006842395,0,0.0015268,0,0,0,0,0,0,0,0,0,0
Sam,LaPorta,117,TE,0,0.412287123,0.948481584,0.755952369,0.557683725,0.719850118,0.714668353,0.562778689,0.569904055,0.369589765,0.186570257,0.194646379,0.155393435,0.068409287,0,0,0,0,0,0,0
Trey,McBride,163.7,TE,0,0.485570703,0.276643274,0.316910057,0.335039759,0.231716627,0.327888173,0.160460546,0.124961057,0.109489073,0.001965238,0.012339816,0,0,0,0,0,0,0,0,0
Mack,Hollins,,WR,0,0.426166548,0.088216932,0.124395404,0.0412443,0.052477933,0.007593001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kendrick,Bourne,,WR,0,0.103312793,0.077336798,0.135942588,0.049821328,0.00472282,0.008429699,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sterling,Shepard,,WR,0,0.071196835,0.023480858,0,0.003060528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Braxton,Berrios,,WR,0,0.107559467,0.073904341,0.0510463,0.015764002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ke'Shawn,Vaughn,,RB,0,0.105898456,0.075390598,0.051614246,0.056571653,0.018114423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deuce,Vaughn,185,RB,0,0.322134046,0.369842472,0.494439602,0.573559274,0.80504143,0.588282778,0.46370143,0.209278788,0.170695673,0.19307253,0.264851671,0,0.029856181,0,0,0,0,0,0,0
CJ,Stroud,41,QB,0,1.593453826,1.753658625,2.135045239,1.836020646,1.933161567,2.082936677,2.122146245,1.977588017,1.909049882,2.158854135,2.180361578,1.716475951,1.019625014,1.080528315,0.435729766,0.389604832,0.044461335,0,0,0
Jordan,Love,85,QB,0.477269416,1.064759385,0.764359509,0.973181058,0.882685474,0.885376982,1.119356829,1.120601532,1.593810974,1.389835403,1.255314929,1.196745978,1.634806237,1.310982259,0.938666149,0.187499835,0.107951762,0.069031377,0.196310445,0.224170504,0.035341217
Mac,Jones,126.4,QB,0.362617794,0.808455767,0.6166343,0.840753193,0.675162351,0.809376182,1.053083126,0.900761762,1.491735101,1.157061305,0.977082822,0.998976924,1.32975783,1.486135518,0.68573146,0.251338562,0.186498761,0.13456324,0.140718617,0.161009129,0.023484547
Desmond,Ridder,127.5,QB,0,0.97157578,0.974895983,0.684078611,0.892669932,0.565993457,1.205212517,1.195283725,1.639248727,1.635869775,1.64331886,1.722930016,1.249247891,1.163977356,2.314101841,1.233189456,0.509655477,0.408686931,0.307109453,0.325223298,0.359307811
Sam,Howell,125.2,QB,0.875328832,1.395610256,1.264342054,0.86740748,0.925524238,1.474969383,1.241833822,0.907794779,1.098613121,1.343745023,1.382385106,1.056606229,0.883387117,0.652574179,0.312231744,0.17798159,0.007199581,0,0,0,0
Ben,Skowronek,,WR,0,0.090815217,0.062642098,0.149738351,0.07730947,0.075130283,0.037861985,0.048750646,0.033290615,0,0,0,0,0,0,0,0,0,0,0,0
Khalil,Shakir,215.1,WR,0,0.2465294,0.314525559,0.392527395,0.435414525,0.322623749,0.287861862,0.114181944,0.183368756,0.063825224,0.052531001,0.002494568,0,0,0,0,0,0,0,0,0
Jauan,Jennings,,WR,0,0.086906821,0.061907221,0.160009101,0.086187154,0.086746273,0.041678773,0.047592365,0.03460586,0,0,0,0,0,0,0,0,0,0,0,0
Nick,Westbrook-Ikhine,,WR,0,0.063586802,0.048995895,0.116596596,0.059529532,0.060853618,0.039360902,0.035259324,0.03147663,0,0,0,0,0,0,0,0,0,0,0,0
Raheem,Blackshear,,RB,0,0.067624435,0.140253348,0.163804768,0.121328267,0.054098438,0.081622998,0.031654179,0,0,0,0,0,0,0,0,0,0,0,0,0
Deon,Jackson,,RB,0,0.113177553,0.241557034,0.136377477,0.084558956,0.057996229,0.076080358,0.044647771,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony,Jones,,RB,0,0.191921752,0.123459984,0.093073217,0.090395934,0.038130652,0.015958554,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zack,Moss,281.8,RB,0,0.200041257,0.121184405,0.114689627,0.098443143,0.032871755,0.017299483,0.01034469,0,0,0,0,0,0,0,0,0,0,0,0,0
Hassan,Haskins,,RB,0,0.110508219,0.177884891,0.270260404,0.124019468,0.038731552,0.030886921,0.019063858,0,0,0,0,0,0,0,0,0,0,0,0,0
Travis,Homer,,RB,0,0.120711132,0.205384279,0.112804387,0.047461061,0.069064904,0.029315305,0.010250396,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary,Brightwell,,RB,0,0.044656817,0.153722303,0.129231767,0.059262594,0.035361958,0.061278697,0.035931699,0,0,0,0,0,0,0,0,0,0,0,0,0
Terrace,Marshall,222.4,WR,0,0.224307986,0.208720129,0.360035884,0.32470502,0.22684776,0.215796371,0.04429433,0.177953373,0.027958656,0.032425659,0.001142435,0,0,0,0,0,0,0,0,0
Noah,Fant,217.4,TE,0,0.143626269,0.133084248,0.177023355,0.349837548,0.262933891,0.14857172,0.048031049,0.001476642,0.009014649,0,0,0,0,0,0,0,0,0,0,0
Hunter,Henry,274.6,TE,0,0.115095652,0.014572716,0.067207975,0.057471923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin,Hooper,,TE,0,0.09597407,0.058407431,0.017307445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael,Mayer,107.5,TE,0,0.165389356,0.272275206,0.451270489,0.280915249,0.416151895,0.165269338,0.236447978,0.15605378,0.166631167,0.08194016,0.037110489,0.038868369,0,0,0,0,0,0,0,0
Luke,Musgrave,158.2,TE,0,0.203882188,0.392578857,0.316027382,0.22509815,0.214755151,0.22116343,0.101603242,0.144923397,0.068290114,0.039629852,0.055273153,0.037648054,0,0,0,0,0,0,0,0
Joshua,Palmer,230.3,WR,0,0.142860927,0.25181499,0.274902909,0.337502072,0.229376925,0.195753271,0.177937018,0.082052438,0.053430904,0.008303171,2.56E-04,0,0,0,0,0,0,0,0,0
Jamal,Agnew,,WR,0,0.057536247,0.019757996,0.0629124,0.038190163,0.010018639,0.074669074,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baker,Mayfield,175.9,QB,0.141748921,0.943283608,0.633330481,0.716244443,0.849202578,0.527483897,0.372473339,0.269045623,0.25198502,0.158369683,0.234376376,0.13324856,0.114687817,0.071000459,0.025867536,0.156063568,0.068713052,0.00654012,0.00654012,0.00654012,0.00654012
Kyle,Trask,207,QB,0,0.199288098,0.330848075,0.191182833,0.306905322,0.155379711,0.29656644,0.194877256,0.203981509,0.150850194,0.27762794,0.258670229,0.106145531,0.154666127,0.067850582,0,0,0,0,0,0
Jacoby,Brissett,257.7,QB,0.127226648,1.113504072,0.473628788,0.594074101,0.355657489,0.461966816,0.602742678,0.530972439,0.191427898,0.243524459,0.275328424,0.270578323,0.361795357,0.208990508,0.143753409,0.143753409,0.143753409,0.143753409,0.143753409,0.143753409,0.143753409
Jonathan,Williams,,RB,0,0.077990643,0.013925261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon,Bolden,,RB,0,0,0,0,0,2.71E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike,Boone,,RB,0,0.079632115,0.064376688,0.024199898,0.001534293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JaMycal,Hasty,,RB,0,0.06961636,0.086517126,0.008544992,0.035881085,0.001489004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John,Kelly,,RB,0,0.062314023,0.069990429,0.024277677,0.035335261,0.00103463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latavius,Murray,,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeeJay,Dallas,,RB,0,0.054808069,0.180743567,0.085938033,0.03721843,0.043117156,0.043753774,0.004129488,0,0,0,0,0,0,0,0,0,0,0,0,0
Trey,Lance,95.5,QB,0,0.623636456,0.823997486,1.292766005,1.516402588,1.528745727,0.573649306,1.447462675,1.139858751,1.488798739,0.725401113,1.227845135,1.043553446,0.97747817,0.631482779,0.239046028,0.028200375,0,0,0,0
Taysom,Hill,251.2,TE,0,0,0.328224789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
